Specialization template;Primary template;Average elapsed time (nanoseconds);Minimum elapsed time (nanoseconds);Maximum elapsed time (nanoseconds);Standard deviation (nanoseconds);Occurrences
__cdecl std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,0> >::_Hash<class std::allocator<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,void *> >>(const class std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,0> > &,const class std::allocator<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,void *> > &);__cdecl std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,0> >::_Hash(const class std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,0> > &,const _Any_alloc &);3500;3500;3500;0;1
class TimelineEntry &__cdecl std::get<0x00,class TimelineEntry&>(class std::tuple<class TimelineEntry &> &&) noexcept;tuple_element<,unsigned __int64,$$W$TBAAC::ple,td>::type &&__cdecl std::get(class std::tuple<`template-type-parameter-2'...> &&) noexcept;3500;3500;3500;0;1
void __cdecl std::shared_ptr<class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Set_ptr_rep_and_enable_shared<class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >>(class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > *const ,class std::_Ref_count_base *const ) noexcept;void __cdecl std::shared_ptr<class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Set_ptr_rep_and_enable_shared(_Ux *const ,class std::_Ref_count_base *const ) noexcept;3500;3500;3500;0;1
class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > *__cdecl std::addressof<class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >>(class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > &) noexcept;_Ty *__cdecl std::addressof(_Ty &) noexcept;3500;3500;3500;0;1
short __cdecl cxxopts::values::checked_negate<short,unsigned short&>(unsigned short &,const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,struct std::integral_constant<bool,1>);R __cdecl cxxopts::values::checked_negate(T &&,const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &,struct std::integral_constant<bool,1>);3500;3500;3500;0;1
__cdecl std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >&&,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > >&&>(struct std::piecewise_construct_t,class std::tuple<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &&>,class std::tuple<class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > &&>);__cdecl std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >::pair(struct std::piecewise_construct_t,class std::tuple<`template-type-parameter-1'...>,class std::tuple<`template-type-parameter-2'...>);3500;3500;3500;0;1
const char *__cdecl std::_Cmp_chrange<const char*,const char*,struct std::_Cmp_icase<class std::regex_traits<char> >>(const char *,const char *,const char *,const char *,struct std::_Cmp_icase<class std::regex_traits<char> >);_BidIt1 __cdecl std::_Cmp_chrange(_BidIt1,_BidIt1,_BidIt2,_BidIt2,_Pr);3500;3500;3500;0;1
void __cdecl std::_Default_allocator_traits<class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void *> > >::destroy<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>>(class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void *> > &,struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData> *const );void __cdecl std::_Default_allocator_traits<class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void *> > >::destroy(class std::allocator<struct std::_List_node<struct std::pair<unsigned __int64 const ,struct TemplateInstantiationData>,void *> > &,_Uty *const );3500;3500;3500;0;1
void __cdecl std::_Seek_wrapped<class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<class TimelineEntry *> > >,class TimelineEntry**>(class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<class TimelineEntry *> > > &,class TimelineEntry **&&);void __cdecl std::_Seek_wrapped(_Iter &,_UIter &&);3500;3300;3700;200;2
struct `anonymous-namespace'::DataPerFunction *__cdecl std::vector<struct `anonymous namespace'::DataPerFunction,class std::allocator<struct `anonymous namespace'::DataPerFunction> >::_Emplace_reallocate<struct `anonymous-namespace'::DataPerFunction&>(struct `anonymous-namespace'::DataPerFunction *const ,struct `anonymous-namespace'::DataPerFunction &);struct `anonymous-namespace'::DataPerFunction *__cdecl std::vector<struct `anonymous namespace'::DataPerFunction,class std::allocator<struct `anonymous namespace'::DataPerFunction> >::_Emplace_reallocate(struct `anonymous-namespace'::DataPerFunction *const ,_Valty &&...);3500;3500;3500;0;1
void __cdecl std::_Construct_in_place<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > > >,const class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > > >&>(class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > > > &,const class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > > > &) noexcept;void __cdecl std::_Construct_in_place(_Ty &,_Types &&...) noexcept(<expr>);3500;3500;3500;0;1
struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *__cdecl std::_Uninitialized_move<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t*,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t>>(struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *const ,struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *const ,struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t *,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> &);allocator_traits<`template-type-parameter-2'>::pointer __cdecl std::_Uninitialized_move(const _InIt,const _InIt,allocator_traits<`template-type-parameter-2'>::pointer,_Alloc &);3500;3500;3500;0;1
void __cdecl std::_Construct_in_place<struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,void *>*,struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,void *>*&>(struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,void *> *&,struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,void *> *&) noexcept;void __cdecl std::_Construct_in_place(_Ty &,_Types &&...) noexcept(<expr>);3500;3400;3600;100;2
void __cdecl cxxopts::values::detail::check_signed_range<signed char,unsigned char>(bool,unsigned char,const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &);void __cdecl cxxopts::values::detail::check_signed_range(bool,U,const class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &);3500;3500;3500;0;1
void __cdecl std::swap<class std::_Node_base*,0x0>(class std::_Node_base *&,class std::_Node_base *&) noexcept;void __cdecl std::swap(_Ty &,_Ty &) noexcept(<expr>);3500;3500;3500;0;1
class Microsoft::Cpp::BuildInsights::Internal::MaterializeMemberFuncHandler<class TemplateInstantiationsAnalyzer,void,struct Microsoft::Cpp::BuildInsights::Internal::Group<class Microsoft::Cpp::BuildInsights::SimpleEvents::SymbolName const &> > &&__cdecl std::move<class Microsoft::Cpp::BuildInsights::Internal::MaterializeMemberFuncHandler<class TemplateInstantiationsAnalyzer,void,struct Microsoft::Cpp::BuildInsights::Internal::Group<class Microsoft::Cpp::BuildInsights::SimpleEvents::SymbolName const &> >&>(class Microsoft::Cpp::BuildInsights::Internal::MaterializeMemberFuncHandler<class TemplateInstantiationsAnalyzer,void,struct Microsoft::Cpp::BuildInsights::Internal::Group<class Microsoft::Cpp::BuildInsights::SimpleEvents::SymbolName const &> > &) noexcept;remove_reference<`template-type-parameter-1'>::type &&__cdecl std::move(_Ty &&) noexcept;3500;3500;3500;0;1
void __cdecl std::sort<class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<struct `anonymous namespace'::DataPerFile> > >,class FileInclusionTimesExporter::ExportTo::<lambda_1fae86a0efb35da210a6f82844560f44>>(const class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<struct `anonymous namespace'::DataPerFile> > >,const class std::_Vector_iterator<class std::_Vector_val<struct std::_Simple_types<struct `anonymous namespace'::DataPerFile> > >,class FileInclusionTimesExporter::ExportTo::<lambda_1fae86a0efb35da210a6f82844560f44>);void __cdecl std::sort(const _RanIt,const _RanIt,_Pr);3500;3500;3500;0;1
__cdecl std::allocator<struct std::_Container_proxy>::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >>(const class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > &) noexcept;__cdecl std::allocator<struct std::_Container_proxy>::allocator(const class std::allocator<`template-type-parameter-1'> &) noexcept;3500;3000;4000;408;3
