Decorated function name;Undecorated function name;Total elapsed time (nanoseconds);Average elapsed time (nanoseconds);Occurrences
?_Unchecked_end@?$_Hash@V?$_Umap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@V?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@@2@$0A@@std@@@std@@QEAA?AV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@@std@@@std@@@2@XZ;class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > > > > > __cdecl std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::alloc;596910;298455;2
??$forward@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@std@@@std@@YA$$QEAV?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@0@AEAV10@@Z;??$forward@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@std@@@std@@YA$$QEAV?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@0@AEAV10@@Z;596910;298455;2
?_Delete_this@?$_Ref_count_obj2@V?$standard_value@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@values@cxxopts@@@std@@EEAAXXZ;virtual void __cdecl std::_Ref_count_obj2<class cxxopts::values::standard_value<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Delete_this(void) __ptr64;298455;298455;1
??0?$_Vector_val@U?$_Simple_types@PEBU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@@std@@@std@@QEAA@XZ;__cdecl std::_Vector_val<struct std::_Simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> const * __ptr64> >::_Vector_val<struct std::_Simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> const * __ptr64> >(void) __ptr64;298455;298455;1
??$Run@VBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MaterializeMemberFuncHandler@VFileCompilationsAnalyzer@@XU?$Group@AEBVBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@SA_NAEBVRawEvent@234@$$QEAV?$MaterializeMemberFuncHandler@VFileCompilationsAnalyzer@@XU?$Group@AEBVBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@1234@@Z;??$Run@VBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MaterializeMemberFuncHandler@VFileCompilationsAnalyzer@@XU?$Group@AEBVBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@SA_NAEBVRawEvent@234@$$QEAV?$MaterializeMemberFuncHandler@VFileCompilationsAnalyzer@@XU?$Group@AEBVBackEndPass@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Mi;298455;298455;1
?Run@?$EntityCanMaterializeIdImpl@U?$Group@VLTCG@Activities@BuildInsights@Cpp@Microsoft@@VOptRef@2345@VOptLBR@2345@VOptICF@2345@VC1DLL@2345@VC2DLL@2345@VWholeProgramAnalysis@2345@VCodeGeneration@2345@VBottomUp@2345@VTopDown@2345@VThread@2345@@Internal@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@SA_NI@Z;static bool __cdecl Microsoft::Cpp::BuildInsights::Internal::EntityCanMaterializeIdImpl<struct Microsoft::Cpp::BuildInsights::Internal::Group<class Microsoft::Cpp::BuildInsights::Activities::LTCG,class Microsoft::Cpp::BuildInsights::Activities::OptRef,class Microsoft::Cpp::BuildInsights::Activities::OptLBR,class Microsoft::Cpp::BuildInsights::Activities::OptICF,class Microsoft::Cpp::BuildInsights::Activities::C1DLL,class Microsoft::Cpp::BuildInsights::Activities::C2DLL,class Microsoft::Cpp::BuildInsights:;298044;298044;1
??D?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@U_Iterator_base0@2@@std@@QEBAAEBU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@1@XZ;struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > const & __ptr64 __cdecl std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > >,struct std::_Iterator_base0>::operator*(void)const __ptr64;298044;298044;1
?_Bump_erased@_Range_eraser@?$_Hash@V?$_Umap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@V?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@@2@$0A@@std@@@std@@QEAAXXZ;void __cdecl std::_Hash<class std::_Umap_traits<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct FileCompilationData,class std::_Uhash_compare<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,class std::al;298044;298044;1
?_Get_first@?$_Compressed_pair@U?$default_delete@V_Facet_base@std@@@std@@PEAV_Facet_base@2@$00@std@@QEAAAEAU?$default_delete@V_Facet_base@std@@@2@XZ;struct std::default_delete<class std::_Facet_base> & __ptr64 __cdecl std::_Compressed_pair<struct std::default_delete<class std::_Facet_base>,class std::_Facet_base * __ptr64,1>::_Get_first(void) __ptr64;1788267;298044;6
?end@?$_Hash@V?$_Umap_traits@_KV?$unordered_map@_KV?$vector@_KV?$allocator@_K@std@@@std@@U?$hash@_K@2@U?$equal_to@_K@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@V?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@2@V?$allocator@U?$pair@$$CB_KV?$unordered_map@_KV?$vector@_KV?$allocator@_K@std@@@std@@U?$hash@_K@2@U?$equal_to@_K@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@@std@@@2@$0A@@std@@@std@@QEAA?AV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$unordered_map@_KV?$vector@_KV?$allocator@_K@std@@@std@@U?$hash@_K@2@U?$equal_to@_K@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@@std@@@std@@@std@@@2@XZ;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::unordered_map<unsigned __int64,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> >,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64>,class std::allocator<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > > > > > > > __cdecl std::_Hash<class std::_Umap_traits<uns;298044;298044;1
??0bad_cast@std@@QEAA@XZ;__cdecl std::bad_cast::bad_cast(void) __ptr64;1786625;297770;6
??E?$_List_unchecked_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@U_Iterator_base0@2@@std@@QEAAAEAV01@XZ;class std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > >,struct std::_Iterator_base0> & __ptr64 __cdecl std::_List_unchecked_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ;297634;297634;1
??$_Emplace_back@V?$sub_match@PEBD@std@@@?$_Uninitialized_backout_al@V?$allocator@V?$sub_match@PEBD@std@@@std@@@std@@QEAAX$$QEAV?$sub_match@PEBD@1@@Z;??$_Emplace_back@V?$sub_match@PEBD@std@@@?$_Uninitialized_backout_al@V?$allocator@V?$sub_match@PEBD@std@@@std@@@std@@QEAAX$$QEAV?$sub_match@PEBD@1@@Z;297634;297634;1
??0?$_String_val@U?$_Simple_types@_W@std@@@std@@QEAA@XZ;__cdecl std::_String_val<struct std::_Simple_types<wchar_t> >::_String_val<struct std::_Simple_types<wchar_t> >(void) __ptr64;297634;297634;1
??$_Construct_in_place@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$$V@std@@YAXAEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z;??$_Construct_in_place@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$$V@std@@YAXAEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@@Z;297634;297634;1
??1?$_Tree_unchecked_const_iterator@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@@std@@@std@@U_Iterator_base12@2@@std@@QEAA@XZ;__cdecl std::_Tree_unchecked_const_iterator<class std::_Tree_val<struct std::_Tree_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> > >,struct std::_Iterator_base12>::~_Tree_unchecked_const_iterator<class std::_Tree_val<struct std::_Tree_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct cxxopts::HelpGroupDetails> > >;297634;297634;1
??$_Get_size_of_n@$0BA@@std@@YA_K_K@Z;unsigned __int64 __cdecl std::_Get_size_of_n<16>(unsigned __int64);4464508;297633;15
?_Get_first@?$_Compressed_pair@V?$allocator@U?$_List_node@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAX@std@@@std@@V?$_List_val@U?$_List_simple_types@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@U?$_List_node@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAX@std@@@2@XZ;class std::allocator<struct std::_List_node<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,void * __ptr64> > & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<struct std::_List_node<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,void * __ptr64> >,class std::_List_val<struct std::_List_simple_types<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >,1>::_Get_first(void) __ptr;594857;297428;2
??$?0AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$$Z$$V@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@QEAA@Upiecewise_construct_t@1@V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@V?$tuple@$$V@1@@Z;??$?0AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$$Z$$V@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@QEAA@Upiecewise_construct_t@1@V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@V?$tuple@$$V@1@@Z;297223;297223;1
??0_Range_eraser@?$_Hash@V?$_Umap_traits@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@V?$_Uhash_compare@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@U?$hash@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@U?$equal_to@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@@2@$0A@@std@@@std@@QEAA@AEAV?$list@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@V?$allocator@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@@2@@2@QEAU?$_List_node@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@PEAX@2@@Z;__cdecl std::_Hash<class std::_Umap_traits<class std::shared_ptr<class cxxopts::OptionDetails>,class cxxopts::OptionValue,class std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >,class std::allocator<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> >,0> >::_Range_eraser::_Range_eraser(;297223;297223;1
?_Decref@?$_Ptr_base@$$CBVValue@cxxopts@@@std@@IEAAXXZ;void __cdecl std::_Ptr_base<class cxxopts::Value const >::_Decref(void) __ptr64;297223;297223;1
?_Make_iter@?$list@U?$pair@$$CB_KVTimelineEntry@@@std@@V?$allocator@U?$pair@$$CB_KVTimelineEntry@@@std@@@2@@std@@QEBA?AV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KVTimelineEntry@@@std@@@std@@@std@@@2@PEAU?$_List_node@U?$pair@$$CB_KVTimelineEntry@@@std@@PEAX@2@@Z;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class TimelineEntry> > > > __cdecl std::list<struct std::pair<unsigned __int64 const ,class TimelineEntry>,class std::allocator<struct std::pair<unsigned __int64 const ,class TimelineEntry> > >::_Make_iter(struct std::_List_node<struct std::pair<unsigned __int64 const ,class TimelineEntry>,void * __ptr64> * __ptr64)const __ptr64;297223;297223;1
?end@?$list@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@V?$allocator@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@2@@std@@QEBA?AV?$_List_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@std@@@std@@@2@XZ;class std::_List_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> > > > __cdecl std::list<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset>,class std::allocator<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> > >::end;297223;297223;1
??$OnBeginAnalysisPassImpl@$0A@@?$StaticAnalyzerGroup@V?$AnalyzerSmartPtrImpl@V?$DynamicSmartPtrAnalyzerGroupImpl@PEAVIAnalyzer@BuildInsights@Cpp@Microsoft@@V?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@234@@Internal@BuildInsights@Cpp@Microsoft@@VRawPtrWrapper@2345@@Internal@BuildInsights@Cpp@Microsoft@@@BuildInsights@Cpp@Microsoft@@AEAA?AW4AnalysisControl@123@XZ;enum Microsoft::Cpp::BuildInsights::AnalysisControl __cdecl Microsoft::Cpp::BuildInsights::StaticAnalyzerGroup<class Microsoft::Cpp::BuildInsights::Internal::AnalyzerSmartPtrImpl<class Microsoft::Cpp::BuildInsights::Internal::DynamicSmartPtrAnalyzerGroupImpl<class Microsoft::Cpp::BuildInsights::IAnalyzer * __ptr64,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> >,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper> >::OnBeginAnalysisPa;297223;297223;1
?_Get_first@?$_Compressed_pair@V?$allocator@V?$sub_match@PEBD@std@@@std@@V?$_Vector_val@U?$_Simple_types@V?$sub_match@PEBD@std@@@std@@@2@$00@std@@QEAAAEAV?$allocator@V?$sub_match@PEBD@std@@@2@XZ;class std::allocator<class std::sub_match<char const * __ptr64> > & __ptr64 __cdecl std::_Compressed_pair<class std::allocator<class std::sub_match<char const * __ptr64> >,class std::_Vector_val<struct std::_Simple_types<class std::sub_match<char const * __ptr64> > >,1>::_Get_first(void) __ptr64;297223;297223;1
??9?$_List_const_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$unordered_map@_KV?$vector@_KV?$allocator@_K@std@@@std@@U?$hash@_K@2@U?$equal_to@_K@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@@std@@@std@@@std@@@std@@QEBA_NAEBV01@@Z;bool __cdecl std::_List_const_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::unordered_map<unsigned __int64,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> >,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64>,class std::allocator<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > > > > > > >::operator!=(class std::_List_const;297223;297223;1
??0IAnalyzer@BuildInsights@Cpp@Microsoft@@QEAA@XZ;__cdecl Microsoft::Cpp::BuildInsights::IAnalyzer::IAnalyzer(void) __ptr64;1486118;297223;5
?_Umove_if_noexcept@?$vector@_KV?$allocator@_K@std@@@std@@AEAAXPEA_K00@Z;void __cdecl std::vector<unsigned __int64,class std::allocator<unsigned __int64> >::_Umove_if_noexcept(unsigned __int64 * __ptr64,unsigned __int64 * __ptr64,unsigned __int64 * __ptr64) __ptr64;297223;297223;1
??1IAnalyzer@BuildInsights@Cpp@Microsoft@@UEAA@XZ;virtual __cdecl Microsoft::Cpp::BuildInsights::IAnalyzer::~IAnalyzer(void) __ptr64;1485706;297141;5
??$_Delete_plain_internal@V?$allocator@U_Container_proxy@std@@@std@@@std@@YAXAEAV?$allocator@U_Container_proxy@std@@@0@QEAU_Container_proxy@0@@Z;void __cdecl std::_Delete_plain_internal<class std::allocator<struct std::_Container_proxy> >(class std::allocator<struct std::_Container_proxy> & __ptr64,struct std::_Container_proxy * __ptr64 const);4453424;296894;15
??$?0U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@PEAX@std@@@?$allocator@U_Container_proxy@std@@@std@@QEAA@AEBV?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@PEAX@std@@@1@@Z;__cdecl std::allocator<struct std::_Container_proxy>::allocator<struct std::_Container_proxy><struct std::_List_node<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::unordered_set<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct std:;296813;296813;1
